mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0	0	0	4/4	2	1	1/2		1/2	1		2	50	D3	3	2
1	1	0	0	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	0
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		-1	53	F3	3	3
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	1
2	2	4	4	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	6
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	4
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	7
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		-1	65	F4	4	5
3	3	8	8	4.0	0	0	4/4	2	1	1		1	1		3	45	A2	2	9
3	3	8	8	4.0	0	0	4/4	1	1	1		1	1		4	64	E4	4	8
4	4	12	12	4.0	0	0	4/4	2	1	1		1	1		2	50	D3	3	11
4	4	12	12	4.0	0	0	4/4	1	1	1		1	1		2	62	D4	4	10
5	5	16	16	2.0	0	0	4/4	2	1	1/2		1/2	1		7	49	C#3	3	14
5	5	16	16	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	12
5	5	18	18	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	15
5	5	18	18	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	13
6	6	20	20	2.0	0	0	4/4	2	1	1/2		1/2	1		1	55	G3	3	18
6	6	20	20	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	16
6	6	22	22	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	19
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		7	73	C#5	5	17
7	7	24	24	2.0	0	0	4/4	2	1	1/2		1/2	1		2	50	D3	3	21
7	7	24	24	4.0	0	0	4/4	1	1	1		1	1		2	74	D5	5	20
7	7	26	26	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	53	F3	3	22
7	7	27	27	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	23
8	8	28	28	4.0	0	0	4/4	2	1	1		1	1		3	57	A3	3	25
8	8	28	28	4.0	0	0	4/4	1	1	1		1	1		7	73	C#5	5	24
9	9	32	32	2.0	0	0	4/4	2	1	1/2		1/2	1		-1	53	F3	3	29
9	9	32	32	2.0	0	0	4/4	1	1	1/2		1/2	1		2	74	D5	5	26
9	9	34	34	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		4	76	E5	5	27
9	9	34	34	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	30
9	9	34	34	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		-1	77	F5	5	28
10	10	36	36	2.0	0	0	4/4	2	1	1/2		1/2	1		1	55	G3	3	33
10	10	36	36	2.0	0	0	4/4	1	1	1/2		1/2	1		4	76	E5	5	31
10	10	38	38	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	57	A3	3	34
10	10	38	38	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	76	E5	5	32
11	11	40	40	4.0	0	0	4/4	2	1	1		1	1		2	50	D3	3	36
11	11	40	40	4.0	0	0	4/4	1	1	1		1	1		2	74	D5	5	35
12	12	44	44	2.0	0	0	4/4	2	1	1/2		1/2	1		-1	53	F3	3	39
12	12	44	44	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	37
12	12	46	46	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		-3	51	Eb3	3	40
12	12	46	46	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	38
13	13	48	48	2.0	0	0	4/4	2	1	1/2		1/2	1		2	50	D3	3	43
13	13	48	48	2.0	0	0	4/4	1	1	1/2		1/2	1		-2	70	Bb4	4	41
13	13	50	50	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	45	A2	2	44
13	13	50	50	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	42
14	14	52	52	2.0	0	0	4/4	2	1	1/2		1/2	1		-2	46	Bb2	2	47
14	14	52	52	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	45
14	14	54	54	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		0	48	C3	3	48
14	14	54	54	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	46
